ticker,timestamp,open,high,low,close,volume
JNJ,10/16/23,155.42,159.27,153.32,157.53,63914874
JNJ,9/29/23,161.42,165.27,155.255,155.75,147239309
JNJ,8/31/23,166.365,175.97,161.279,161.68,1084597713
JNJ,7/31/23,164.34,175.36,157.33,167.53,201433484
JNJ,6/30/23,154.54,166.27,153.15,165.52,146420516
JNJ,5/31/23,163.6,166.18,153.32,155.06,131391015
JNJ,4/28/23,154.95,167.23,153.94,163.7,145984330
JNJ,3/31/23,153.01,156.25,150.11,155,185727779
JNJ,2/28/23,162.99,166.34,153.04,153.26,164788113
JNJ,1/31/23,176.16,180.93,161.05,163.42,160523975
JNJ,12/30/22,179,181.039,174.07,176.65,129804586
JNJ,11/30/22,174.06,178.12,166.82,178,138345404
JNJ,10/31/22,164.29,175.39,159.17,173.97,139409660
JNJ,9/30/22,161.49,167.67,160.81,163.36,168208394
JNJ,8/31/22,174.17,175.49,161.27,161.34,157194059
JNJ,7/29/22,177.45,179.99,169.76,174.52,114642190
JNJ,6/30/22,179.15,183.3506,167.26,177.51,159327466
JNJ,5/31/22,180.47,181.74,172.69,179.53,152671542
JNJ,4/29/22,177.05,186.69,175.52,180.46,163085375
JNJ,3/31/22,163.04,180.21,162.4079,177.23,178828338
JNJ,2/28/22,171.74,173.62,155.72,164.57,154521593
JNJ,1/31/22,170.21,174.3,158.26,172.29,164864607
JNJ,12/31/21,156.88,173.51,156.25,171.07,167967356
JNJ,11/30/21,163.16,167.62,155.85,155.93,162042197
JNJ,10/29/21,161.53,166.03,157.34,162.88,136330276
JNJ,9/30/21,172.9,175.22,161.41,161.5,132035291
JNJ,8/31/21,172.47,179.92,171.3,173.13,114788991
JNJ,7/30/21,164.74,173.3801,164.63,172.2,133719594
JNJ,6/30/21,170.15,170.2,161.79,164.74,145663761
JNJ,5/28/21,163.6,172.74,163.12,169.25,131244877
JNJ,4/30/21,162.6,167.7899,156.53,162.73,162666701
JNJ,3/31/21,161.45,167.03,151.47,164.35,175075046
JNJ,2/26/21,165.31,167.94,157.97,158.46,145703168
JNJ,1/29/21,157.24,173.65,154.13,163.13,184468267
JNJ,12/31/20,146.29,157.66,145.86,157.38,158848089
JNJ,11/30/20,138.98,151.3,137.49,144.68,153632314
JNJ,10/30/20,149.31,153.142,133.65,137.11,137289386
JNJ,9/30/20,153.87,155.47,142.96,148.88,138804749
JNJ,8/31/20,146.39,154.4,145.8247,153.41,109838615
JNJ,7/31/20,140.69,151.67,140.06,145.76,137813607
JNJ,6/30/20,147.29,150.03,137.02,140.63,173851578
JNJ,5/29/20,149.62,153.62,143.01,148.75,136220967
JNJ,4/30/20,127.7,157,125.5,150.04,234258695
JNJ,3/31/20,134.78,143.64,109.16,131.13,355130991
JNJ,2/28/20,149.42,154.5,130.82,134.48,147282695
JNJ,1/31/20,145.87,151.19,141.38,148.87,150447700
JNJ,12/31/19,137.72,147.84,136.16,145.87,127539619
JNJ,11/29/19,132.05,138.63,129.68,137.49,127783294
JNJ,10/31/19,130.02,137.49,126.1,132.04,208044111
JNJ,9/30/19,127.99,132.78,126.34,129.38,124079875
JNJ,8/30/19,130.26,134.1,126.63,128.36,175236850
JNJ,7/31/19,140.2,142.47,127.84,130.22,159852777
JNJ,6/28/19,131.5,144.98,131.04,139.28,150884200
JNJ,5/31/19,140.95,142.35,128.52,131.15,159035154
JNJ,4/30/19,139.99,141.45,134.42,141.2,124330820
JNJ,3/29/19,137.22,140,135.74,139.79,137356242
JNJ,2/28/19,134.02,137.95,131.26,136.64,119454752
JNJ,1/31/19,128.13,135.19,125,133.08,174394739
JNJ,12/31/18,145.57,148.99,121,129.05,289169133
JNJ,11/30/18,140.07,148.75,139,146.9,152747742
JNJ,10/31/18,138.26,141.43,132.23,139.99,167966504
JNJ,9/28/18,134.69,143.13,133.44,138.17,122169102
JNJ,8/31/18,132.39,137.43,128.93,134.69,123999399
JNJ,7/31/18,121.34,132.64,120.11,132.52,145911110
JNJ,6/29/18,120.38,124.85,119.97,121.34,139906981
JNJ,5/31/18,126.32,127.61,118.62,119.62,139533228
JNJ,4/30/18,127.82,132.88,123.54,126.49,144126787
JNJ,3/29/18,129.11,135.7,124.9,128.15,147871674
JNJ,2/28/18,137.53,140.67,122.15,129.88,175166385
JNJ,1/31/18,139.66,148.32,138.1,138.19,165186233
JNJ,12/29/17,139.57,143.8,138.6,139.72,110005044
JNJ,11/30/17,139.83,141.87,136.6,139.33,92222302
JNJ,10/31/17,130.16,144.3523,130.02,139.41,119394799
JNJ,9/29/17,132.6,135.79,129.05,130.01,112551362
JNJ,8/31/17,133.17,134.97,130.9,132.37,103707554
JNJ,7/31/17,132.79,137.08,129.5711,132.72,105498131
JNJ,6/30/17,128.32,137,128.12,132.29,143335525
JNJ,5/31/17,123.4,128.8,122.34,128.25,111435425
JNJ,4/28/17,124.73,125.81,120.95,123.47,92734522
JNJ,3/31/17,122.49,129,122.39,124.55,166552677
JNJ,2/28/17,112.48,122.88,112.47,122.21,133813250
JNJ,1/31/17,115.78,117,110.76,113.25,143309802
JNJ,12/30/16,111.36,117.3,109.32,115.21,138043546
JNJ,11/30/16,114.76,122.5,111.3,111.3,171881719
JNJ,10/31/16,118,120.1955,112.99,115.99,140052892
JNJ,9/30/16,119.19,119.97,117.0434,118.13,130379636
JNJ,8/31/16,125.31,125.9,118.33,119.34,138567506
JNJ,7/29/16,121.54,126.07,120.79,125.23,124602401
JNJ,6/30/16,112.57,121.41,112.07,121.3,167568126
JNJ,5/31/16,112.22,115,111.7,112.69,141092715
JNJ,4/29/16,108,114.19,107.69,112.08,158171281
JNJ,3/31/16,105.9,109.56,105.44,108.2,172912906
JNJ,2/29/16,103.61,106.92,99.78,105.21,201534921
JNJ,1/29/16,101.71,104.75,94.28,104.44,211264010
JNJ,12/31/15,101.73,105.49,100.31,102.72,161973865
JNJ,11/30/15,101.18,103,99.74,101.24,126157452
JNJ,10/30/15,93.43,102.12,91.76,101.03,191792688
JNJ,9/30/15,92.27,96.19,89.9,93.35,201657631
JNJ,8/31/15,100,101,81.79,93.98,194750801
JNJ,7/31/15,98.3,101.36,96.64,100.21,151829212
JNJ,6/30/15,100.28,100.84,97.01,97.46,170008492
JNJ,5/29/15,99.62,104.48,98.66,100.14,143760078
JNJ,4/30/15,100.46,102.14,98.04,99.2,171541632
JNJ,3/31/15,102.86,103.41,98.22,100.6,177429841
JNJ,2/27/15,100.49,103.33,97.15,102.51,191363861
JNJ,1/30/15,105.05,106.5,100.09,100.14,195027355
JNJ,12/31/14,107.89,108.99,102.5,104.57,175580889
JNJ,11/28/14,107.83,109.49,106.6,108.25,125674760
JNJ,10/31/14,105.98,108.18,95.1,107.78,232663082
JNJ,9/30/14,103.3,108.77,103.02,106.59,130486054
JNJ,8/29/14,99.76,104.42,98.8,103.73,120163600
JNJ,7/31/14,105.15,106.74,100.05,100.09,148795100
JNJ,6/30/14,101.54,106,101.01,104.62,123993600
JNJ,5/30/14,100.77,101.54,98.88,101.46,124656300
JNJ,4/30/14,98.31,101.98,96.05,101.29,180242400
JNJ,3/31/14,91.13,98.6,90.83,98.23,181324400
JNJ,2/28/14,88.75,92.99,86.09,92.12,150415074
JNJ,1/31/14,91.14,95.38,88.15,88.47,192804300
JNJ,12/31/13,94.41,94.79,89.77,91.59,151086000
JNJ,11/29/13,92.3801,95.99,92.28,94.66,131026200
JNJ,10/31/13,86.59,93.45,85.5,92.61,173024000
JNJ,9/30/13,86.89,90.72,86,86.69,158876500
JNJ,8/30/13,94.16,94.4,85.85,86.41,204260800
JNJ,7/31/13,85.72,94.42,85.5,93.5,200315600
JNJ,6/28/13,84.28,87.8224,82.12,85.86,210552200
JNJ,5/31/13,84.5,89.99,83.88,84.18,220724300
JNJ,4/30/13,81.39,85.89,80.31,85.23,218722300
